id,pk,slug,event_id,fighter_1_id,fighter_2_id,winner_id,bout_type,weight_class,weight_lbs,outcome_method,outcome_method_details,end_round,end_round_time,fighter_1_odds,fighter_2_odds,is_cancelled
RmlnaHROb2RlOjUyNTYw,52560,eduardo-conception-vs-brian-jackson-52560,RXZlbnROb2RlOjU1MjA=,RmlnaHRlck5vZGU6NTkzMDk=,RmlnaHRlck5vZGU6NTAxODA=,,MC,,,,,,,,,1
RmlnaHROb2RlOjUyMzkx,52391,yunus-emre-batan-vs-jivko-stoimenov-52391,RXZlbnROb2RlOjU0NDg=,RmlnaHRlck5vZGU6NTU0MTQ=,RmlnaHRlck5vZGU6Mjc0NzA=,RmlnaHRlck5vZGU6NTU0MTQ=,MC,Catchweight,175.0,KO/TKO,,4.0,0:21,240.0,-300.0,0
RmlnaHROb2RlOjUyNDA5,52409,athanasios-zampelos-vs-emil-enchev-52409,RXZlbnROb2RlOjU0NDg=,RmlnaHRlck5vZGU6NTkxMTY=,RmlnaHRlck5vZGU6NTkxMTc=,RmlnaHRlck5vZGU6NTkxMTc=,PL,Middleweight,185.0,KO/TKO,,1.0,0:38,475.0,-650.0,0
RmlnaHROb2RlOjUyMzkw,52390,ramadan-noaman-vs-vaso-bakocevic-52390,RXZlbnROb2RlOjU0NDg=,RmlnaHRlck5vZGU6NTM2OTg=,RmlnaHRlck5vZGU6ODI4Mg==,RmlnaHRlck5vZGU6ODI4Mg==,CO,Catchweight,165.0,Decision,Majority,5.0,5:00,160.0,-200.0,0
RmlnaHROb2RlOjUyNDAy,52402,zohrab-azimov-vs-veselin-ivanov-52402,RXZlbnROb2RlOjU0NDg=,RmlnaHRlck5vZGU6NTkxMDc=,RmlnaHRlck5vZGU6MTQ1MzY=,RmlnaHRlck5vZGU6NTkxMDc=,MC,Featherweight,145.0,Ends in a Draw,Split,5.0,5:00,190.0,-240.0,0
RmlnaHROb2RlOjUxNTgz,51583,toni-markulev-vs-kaloyan-kolev-51583,RXZlbnROb2RlOjU0NDg=,RmlnaHRlck5vZGU6MjM3NDE=,RmlnaHRlck5vZGU6NDAyNjk=,RmlnaHRlck5vZGU6MjM3NDE=,ME,Light Heavyweight,205.0,Decision,Unanimous,5.0,5:00,190.0,-240.0,0
RmlnaHROb2RlOjUyNDAz,52403,dominik-estorer-vs-steve-pasche-52403,RXZlbnROb2RlOjU0NDg=,RmlnaHRlck5vZGU6NTkxMDg=,RmlnaHRlck5vZGU6NTc2MDE=,RmlnaHRlck5vZGU6NTkxMDg=,MC,Light Heavyweight,205.0,KO/TKO,,1.0,1:59,130.0,-160.0,0
RmlnaHROb2RlOjUyNDA4,52408,ruslan-tokhtarov-vs-ludwig-wolper-52408,RXZlbnROb2RlOjU0NDg=,RmlnaHRlck5vZGU6NTkxMTQ=,RmlnaHRlck5vZGU6NTkxMTU=,,PL,,,,,,,-148.0,118.0,1
RmlnaHROb2RlOjUyNDA1,52405,petr-beranek-vs-stanoi-tabakov-52405,RXZlbnROb2RlOjU0NDg=,RmlnaHRlck5vZGU6NTkxMDk=,RmlnaHRlck5vZGU6NTkxMTA=,RmlnaHRlck5vZGU6NTkxMTA=,MC,Light Heavyweight,205.0,KO/TKO,,1.0,1:24,,,0
RmlnaHROb2RlOjcwODgx,70881,angel-petkov-emilov-vs-felipe-maia-70881,RXZlbnROb2RlOjU0NDg=,RmlnaHRlck5vZGU6NzAwNTM=,RmlnaHRlck5vZGU6MzkyNTM=,RmlnaHRlck5vZGU6NzAwNTM=,MC,Lightweight,155.0,Decision,Majority,5.0,5:00,,,0
RmlnaHROb2RlOjUyMzky,52392,felipe-maia-vs-angel-petkov-52392,RXZlbnROb2RlOjU0NDg=,RmlnaHRlck5vZGU6MzkyNTM=,RmlnaHRlck5vZGU6NTU0MTY=,,MC,,,,,,,-290.0,230.0,0
RmlnaHROb2RlOjUyNDA2,52406,tomas-vojtela-vs-ilian-adrianov-52406,RXZlbnROb2RlOjU0NDg=,RmlnaHRlck5vZGU6NTU0MTk=,RmlnaHRlck5vZGU6NTkxMTE=,RmlnaHRlck5vZGU6NTkxMTE=,MC,Lightweight,155.0,KO/TKO,,1.0,1:38,-115.0,-115.0,0
RmlnaHROb2RlOjUyNDA3,52407,daniela-graf-vs-nicole-schaefer-52407,RXZlbnROb2RlOjU0NDg=,RmlnaHRlck5vZGU6NTkxMTI=,RmlnaHRlck5vZGU6NTkxMTM=,RmlnaHRlck5vZGU6NTkxMTM=,PL,Flyweight,125.0,KO/TKO,,2.0,2:00,425.0,-600.0,0
RmlnaHROb2RlOjYyOTM1,62935,ruslan-tokhtarov-vs-zdravko-dimitrov-62935,RXZlbnROb2RlOjU0NDg=,RmlnaHRlck5vZGU6NTkxMTQ=,RmlnaHRlck5vZGU6NTU0MTg=,RmlnaHRlck5vZGU6NTkxMTQ=,PL,Catchweight,165.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjUyNDA0,52404,mehdi-barghi-vs-nikolai-alexiev-52404,RXZlbnROb2RlOjU0NDg=,RmlnaHRlck5vZGU6Mjc3MTQ=,RmlnaHRlck5vZGU6MTkzMDI=,RmlnaHRlck5vZGU6Mjc3MTQ=,MC,Heavyweight,265.0,KO/TKO,,1.0,1:47,-300.0,240.0,0
RmlnaHROb2RlOjUyMDI4,52028,john-dodson-vs-dagoberto-aguero-52028,RXZlbnROb2RlOjU0OTE=,RmlnaHRlck5vZGU6MTAzNQ==,RmlnaHRlck5vZGU6NTY4OTk=,RmlnaHRlck5vZGU6MTAzNQ==,ME,Flyweight,125.0,Ends in a Draw,Unanimous,5.0,5:00,-120.0,-110.0,0
RmlnaHROb2RlOjUyMzMw,52330,donald-sanchez-vs-dallas-davison-52330,RXZlbnROb2RlOjU0OTE=,RmlnaHRlck5vZGU6MTYzMA==,RmlnaHRlck5vZGU6NDIyMzg=,RmlnaHRlck5vZGU6MTYzMA==,CO,Catchweight,175.0,KO/TKO,,3.0,1:19,-500.0,375.0,0
RmlnaHROb2RlOjUyODU1,52855,felipe-chavez-vs-leandro-torres-52855,RXZlbnROb2RlOjU0OTE=,RmlnaHRlck5vZGU6MTY3MA==,RmlnaHRlck5vZGU6NTUwNzA=,RmlnaHRlck5vZGU6MTY3MA==,PL,Catchweight,165.0,KO/TKO,,1.0,0:58,155.0,-185.0,0
RmlnaHROb2RlOjUyOTY4,52968,anthony-sanchez-vs-justin-street-52968,RXZlbnROb2RlOjU0OTE=,RmlnaHRlck5vZGU6NDQ3NjE=,RmlnaHRlck5vZGU6MzYxMTU=,RmlnaHRlck5vZGU6MzYxMTU=,MC,Bantamweight,135.0,Decision,Unanimous,5.0,5:00,-205.0,165.0,0
RmlnaHROb2RlOjUyNTM5,52539,marc-entenberg-vs-van-vo-52539,RXZlbnROb2RlOjU0OTE=,RmlnaHRlck5vZGU6NTQ3OTA=,RmlnaHRlck5vZGU6MzY2MTQ=,RmlnaHRlck5vZGU6NTQ3OTA=,MC,Featherweight,145.0,Decision,Majority,5.0,5:00,-450.0,350.0,0
RmlnaHROb2RlOjU5MzE0,59314,keith-richardson-vs-frank-lester-59314,RXZlbnROb2RlOjU0OTE=,RmlnaHRlck5vZGU6NjAxNTY=,RmlnaHRlck5vZGU6MTE1OA==,RmlnaHRlck5vZGU6NjAxNTY=,MC,Light Heavyweight,205.0,KO/TKO,,1.0,1:57,,,0
RmlnaHROb2RlOjUyODc2,52876,lorenzo-coca-vs-ruben-warr-52876,RXZlbnROb2RlOjU0OTE=,RmlnaHRlck5vZGU6NTk3Mjg=,RmlnaHRlck5vZGU6Mjc5NTI=,RmlnaHRlck5vZGU6Mjc5NTI=,MC,Lightweight,155.0,KO/TKO,,1.0,1:46,375.0,-500.0,0
RmlnaHROb2RlOjUyNDQw,52440,kyle-mcelroy-vs-nick-kohring-52440,RXZlbnROb2RlOjU0OTE=,RmlnaHRlck5vZGU6NDEyNjY=,RmlnaHRlck5vZGU6NTA0NjY=,RmlnaHRlck5vZGU6NTA0NjY=,MC,Middleweight,185.0,KO/TKO,,1.0,0:30,425.0,-600.0,0
RmlnaHROb2RlOjUyNTU5,52559,austin-lewis-vs-joshua-richey-52559,RXZlbnROb2RlOjU0OTE=,RmlnaHRlck5vZGU6NTQ3OTE=,RmlnaHRlck5vZGU6NDIyMjY=,RmlnaHRlck5vZGU6NTQ3OTE=,PL,Flyweight,125.0,Decision,Unanimous,5.0,5:00,-650.0,475.0,0
RmlnaHROb2RlOjUyNDAx,52401,manuel-otero-vs-mikey-furnier-52401,RXZlbnROb2RlOjU0OTE=,RmlnaHRlck5vZGU6NTkxMDY=,RmlnaHRlck5vZGU6NTEzNTM=,RmlnaHRlck5vZGU6NTkxMDY=,PL,Heavyweight,265.0,KO/TKO,,2.0,0:42,-295.0,235.0,0
RmlnaHROb2RlOjUyMzI3,52327,chaz-wasserman-vs-matt-hodgson-52327,RXZlbnROb2RlOjU1MDc=,RmlnaHRlck5vZGU6NDcwMzQ=,RmlnaHRlck5vZGU6NTcyMzY=,RmlnaHRlck5vZGU6NTcyMzY=,MC,Middleweight,185.0,KO/TKO,Uppercuts,3.0,1:38,-200.0,160.0,0
RmlnaHROb2RlOjUyMTUw,52150,danny-christie-vs-david-round-52150,RXZlbnROb2RlOjU1MDc=,RmlnaHRlck5vZGU6NDc1NzQ=,RmlnaHRlck5vZGU6NDY2MA==,RmlnaHRlck5vZGU6NDc1NzQ=,CO,Catchweight,175.0,KO/TKO,Punches,1.0,1:38,-300.0,240.0,0
RmlnaHROb2RlOjUyMzI4,52328,dawid-oskar-vs-louis-king-52328,RXZlbnROb2RlOjU1MDc=,RmlnaHRlck5vZGU6NTI5Mjk=,RmlnaHRlck5vZGU6MTk5MDM=,,MC,,,,,,,,,1
RmlnaHROb2RlOjUyMzY0,52364,luke-nevin-vs-nathan-hind-52364,RXZlbnROb2RlOjU1MDc=,RmlnaHRlck5vZGU6NTE3MDI=,RmlnaHRlck5vZGU6NTAzNDk=,,MC,,,,,,,,,1
RmlnaHROb2RlOjUzMTY1,53165,gary-fox-vs-ellis-shepherd-53165,RXZlbnROb2RlOjU1MDc=,RmlnaHRlck5vZGU6NTAzNDg=,RmlnaHRlck5vZGU6NDcxMjY=,RmlnaHRlck5vZGU6NDcxMjY=,MC,Featherweight,145.0,Decision,Unanimous,5.0,5:00,110.0,-140.0,0
RmlnaHROb2RlOjY2NTY4,66568,jonno-chipchase-vs-robbie-brown-66568,RXZlbnROb2RlOjU1MDc=,RmlnaHRlck5vZGU6NTY2NTg=,RmlnaHRlck5vZGU6NTQxOTA=,RmlnaHRlck5vZGU6NTY2NTg=,MC,Bantamweight,135.0,KO/TKO,Doctor Stoppage (Eye Injury),1.0,2:00,,,0
RmlnaHROb2RlOjUyOTY2,52966,dawid-oskar-vs-conor-cooke-52966,RXZlbnROb2RlOjU1MDc=,RmlnaHRlck5vZGU6NTI5Mjk=,RmlnaHRlck5vZGU6MzcwNA==,RmlnaHRlck5vZGU6NTI5Mjk=,MC,Light Heavyweight,205.0,,,,,325.0,-425.0,0
RmlnaHROb2RlOjUyMTU1,52155,gary-fox-vs-john-hick-52155,RXZlbnROb2RlOjU1MDc=,RmlnaHRlck5vZGU6NTAzNDg=,RmlnaHRlck5vZGU6NDcxMjU=,,CO,,,,,,,,,1
RmlnaHROb2RlOjUzMjA4,53208,jack-draper-vs-piotr-cwik-53208,RXZlbnROb2RlOjU1MDc=,RmlnaHRlck5vZGU6NTAzNDc=,RmlnaHRlck5vZGU6NTk5Njg=,RmlnaHRlck5vZGU6NTAzNDc=,PL,,350.0,KO/TKO,Punches,1.0,1:14,,,0
RmlnaHROb2RlOjUyMzYz,52363,toby-bindon-vs-marcus-pond-52363,RXZlbnROb2RlOjU1MDc=,RmlnaHRlck5vZGU6NTAzNDQ=,RmlnaHRlck5vZGU6NTY3ODI=,RmlnaHRlck5vZGU6NTAzNDQ=,PL,Welterweight,170.0,KO/TKO,,2.0,1:41,105.0,-135.0,0
RmlnaHROb2RlOjUyMzY1,52365,jack-draper-vs-john-walker-52365,RXZlbnROb2RlOjU1MDc=,RmlnaHRlck5vZGU6NTAzNDc=,RmlnaHRlck5vZGU6NTkwNzQ=,,PL,,,,,,,,,1
RmlnaHROb2RlOjUyMzY2,52366,antonio-moscatiello-vs-bakhtyor-kudratov-52366,RXZlbnROb2RlOjU1MDc=,RmlnaHRlck5vZGU6NTcyMzg=,RmlnaHRlck5vZGU6NTkwNzU=,,PL,,,,,,,,,1
RmlnaHROb2RlOjUyMzI5,52329,ben-bonner-vs-ray-putterill-52329,RXZlbnROb2RlOjU1MDc=,RmlnaHRlck5vZGU6NTAzNTA=,RmlnaHRlck5vZGU6NTY3ODM=,RmlnaHRlck5vZGU6NTAzNTA=,MC,Catchweight,150.0,KO/TKO,Left Hand,1.0,1:08,-165.0,135.0,0
RmlnaHROb2RlOjUyMTQ5,52149,james-lilley-vs-franco-tenaglia-52149,RXZlbnROb2RlOjU1MDc=,RmlnaHRlck5vZGU6Mjc3ODY=,RmlnaHRlck5vZGU6MTQ0NDE=,RmlnaHRlck5vZGU6MTQ0NDE=,ME,Lightweight,155.0,Decision,Majority,5.0,5:00,-450.0,350.0,0
RmlnaHROb2RlOjUzMTY2,53166,bartek-kanabey-vs-bakhtyor-kudratov-53166,RXZlbnROb2RlOjU1MDc=,RmlnaHRlck5vZGU6NTY2NjI=,RmlnaHRlck5vZGU6NTkwNzU=,RmlnaHRlck5vZGU6NTY2NjI=,PL,Lightweight,155.0,KO/TKO,Right Hand,1.0,Roun,-170.0,140.0,0
RmlnaHROb2RlOjUyMzYy,52362,danny-mcintosh-vs-rob-boardman-52362,RXZlbnROb2RlOjU1MDc=,RmlnaHRlck5vZGU6NTkwNzI=,RmlnaHRlck5vZGU6NTkwNzM=,RmlnaHRlck5vZGU6NTkwNzM=,MC,Light Heavyweight,205.0,KO/TKO,Left Hook to Body,1.0,1:08,325.0,-425.0,0
RmlnaHROb2RlOjUyOTU2,52956,jafar-fortt-vs-elvin-brito-52956,RXZlbnROb2RlOjU1MzY=,RmlnaHRlck5vZGU6NDkyNDk=,RmlnaHRlck5vZGU6MzQ2Nw==,RmlnaHRlck5vZGU6MzQ2Nw==,CO,Catchweight,165.0,KO/TKO,,1.0,0:40,135.0,-165.0,0
RmlnaHROb2RlOjUyNzk1,52795,mike-richman-vs-erick-lozano-52795,RXZlbnROb2RlOjU1MzY=,RmlnaHRlck5vZGU6MTk2NQ==,RmlnaHRlck5vZGU6MzAwNzM=,RmlnaHRlck5vZGU6MTk2NQ==,ME,Middleweight,185.0,KO/TKO,,5.0,0:53,-625.0,450.0,0
RmlnaHROb2RlOjUzMjAy,53202,mike-heckert-vs-leonel-carrera-53202,RXZlbnROb2RlOjU1MzY=,RmlnaHRlck5vZGU6NTY3NzI=,RmlnaHRlck5vZGU6NTk5NjI=,RmlnaHRlck5vZGU6NTk5NjI=,MC,Catchweight,175.0,KO/TKO,Doctor Stoppage (eye Injury),2.0,2:00,-210.0,170.0,0
RmlnaHROb2RlOjUyOTU5,52959,jessica-borga-vs-katharina-lehner-52959,RXZlbnROb2RlOjU1MzY=,RmlnaHRlck5vZGU6MzE2ODM=,RmlnaHRlck5vZGU6MTQ1OTI=,RmlnaHRlck5vZGU6MzE2ODM=,MC,Featherweight,145.0,KO/TKO,,1.0,0:41,-180.0,150.0,0
RmlnaHROb2RlOjUzMTU0,53154,quentin-gaskins-vs-zachary-pannell-53154,RXZlbnROb2RlOjU1MzY=,RmlnaHRlck5vZGU6MTE4MDk=,RmlnaHRlck5vZGU6NTYyOTU=,RmlnaHRlck5vZGU6MTE4MDk=,MC,Featherweight,145.0,KO/TKO,Doctor Stoppage,1.0,Roun,-145.0,115.0,0
RmlnaHROb2RlOjUyOTYw,52960,jay-jackson-vs-idrees-wasi-52960,RXZlbnROb2RlOjU1MzY=,RmlnaHRlck5vZGU6MTQ3MDA=,RmlnaHRlck5vZGU6MTc3MTY=,RmlnaHRlck5vZGU6MTQ3MDA=,MC,Middleweight,185.0,KO/TKO,Doctor Stoppage,3.0,2:00,-255.0,205.0,0
RmlnaHROb2RlOjUyOTU3,52957,jr-ridge-vs-tyler-randall-52957,RXZlbnROb2RlOjU1MzY=,RmlnaHRlck5vZGU6NDMxNzU=,RmlnaHRlck5vZGU6NDI4MDc=,RmlnaHRlck5vZGU6NDI4MDc=,MC,Flyweight,125.0,Decision,Split,5.0,5:00,-300.0,240.0,0
RmlnaHROb2RlOjUyOTU4,52958,abdiel-velazquez-vs-travis-thompson-52958,RXZlbnROb2RlOjU1MzY=,RmlnaHRlck5vZGU6OTExNQ==,RmlnaHRlck5vZGU6MzUxOTQ=,RmlnaHRlck5vZGU6OTExNQ==,MC,Bantamweight,135.0,KO/TKO,,1.0,1:03,-105.0,-125.0,0
RmlnaHROb2RlOjUzNDcx,53471,joe-ray-vs-cody-beck-53471,RXZlbnROb2RlOjU2MjM=,RmlnaHRlck5vZGU6NTg4MDI=,RmlnaHRlck5vZGU6NDk1Mzc=,,MC,,,,,,,,,1
RmlnaHROb2RlOjUzNDc0,53474,rick-caruso-vs-jaymes-hyder-53474,RXZlbnROb2RlOjU2MjM=,RmlnaHRlck5vZGU6Mjk3MDk=,RmlnaHRlck5vZGU6NTU5MTk=,,PL,,,,,,,,,1
RmlnaHROb2RlOjUyODY5,52869,zachary-pannell-vs-micah-mitchell-52869,RXZlbnROb2RlOjU2MjM=,RmlnaHRlck5vZGU6NTYyOTU=,RmlnaHRlck5vZGU6NDUxMjk=,,PL,,,,,,,,,1
RmlnaHROb2RlOjUyODY3,52867,dallas-manspile-vs-cody-schieve-52867,RXZlbnROb2RlOjU2MjM=,RmlnaHRlck5vZGU6NTk3MjQ=,RmlnaHRlck5vZGU6MzE4NjI=,,MC,,,,,,,,,1
RmlnaHROb2RlOjUzNDY5,53469,kaine-tomlinson-jr-vs-michael-jones-53469,RXZlbnROb2RlOjU2MjM=,RmlnaHRlck5vZGU6NTU4NzU=,RmlnaHRlck5vZGU6MzE0NzA=,,MC,,,,,,,,,1
RmlnaHROb2RlOjUyODY4,52868,jr-rumsley-vs-shawn-brooks-52868,RXZlbnROb2RlOjU2MjM=,RmlnaHRlck5vZGU6NTk3MjU=,RmlnaHRlck5vZGU6NTg4MDM=,,MC,,,,,,,,,1
RmlnaHROb2RlOjUyODQ4,52848,bruce-abramski-vs-jonathan-miller-52848,RXZlbnROb2RlOjU2MjM=,RmlnaHRlck5vZGU6MzUxODM=,RmlnaHRlck5vZGU6MjY4MTE=,,ME,,,,,,,,,1
RmlnaHROb2RlOjUzNDY2,53466,tommy-aaron-vs-richard-brooks-53466,RXZlbnROb2RlOjU2MjI=,RmlnaHRlck5vZGU6ODUwMQ==,RmlnaHRlck5vZGU6MzY5MDc=,,PL,,,,,,,-175.0,145.0,0
RmlnaHROb2RlOjY4NzA3,68707,mick-terrill-vs-lorenzo-hunt-68707,RXZlbnROb2RlOjU2MjI=,RmlnaHRlck5vZGU6Mzk0NDU=,RmlnaHRlck5vZGU6MTc4OTU=,RmlnaHRlck5vZGU6Mzk0NDU=,CO,Heavyweight,265.0,KO/TKO,Arm Dislocation,1.0,1:48,,,0
RmlnaHROb2RlOjUyNjA0,52604,mike-perry-vs-thiago-alves-52604,RXZlbnROb2RlOjU2MjI=,RmlnaHRlck5vZGU6MTA4OTM=,RmlnaHRlck5vZGU6NTcz,RmlnaHRlck5vZGU6MTA4OTM=,ME,Middleweight,185.0,KO/TKO,Punches,1.0,1:00,-625.0,450.0,0
RmlnaHROb2RlOjUzNDYz,53463,frank-alvarez-vs-victor-rosas-53463,RXZlbnROb2RlOjU2MjI=,RmlnaHRlck5vZGU6NDUxMzA=,RmlnaHRlck5vZGU6MTcyNzY=,RmlnaHRlck5vZGU6NDUxMzA=,MC,Bantamweight,135.0,KO/TKO,Doctor Stoppage,4.0,2:00,-215.0,175.0,0
RmlnaHROb2RlOjUzMTM2,53136,david-diaz-vs-shane-jordan-53136,RXZlbnROb2RlOjU2MjI=,RmlnaHRlck5vZGU6Mzg2MDA=,RmlnaHRlck5vZGU6NTk4Mjk=,RmlnaHRlck5vZGU6Mzg2MDA=,PL,Bantamweight,135.0,Ends in a Draw,Unanimous,5.0,5:00,110.0,-140.0,0
RmlnaHROb2RlOjUzNDYx,53461,andrew-angelcor-vs-ruben-warr-53461,RXZlbnROb2RlOjU2MjI=,RmlnaHRlck5vZGU6NDUxNDc=,RmlnaHRlck5vZGU6Mjc5NTI=,RmlnaHRlck5vZGU6NDUxNDc=,MC,Lightweight,155.0,Decision,Split,5.0,5:00,-410.0,310.0,0
RmlnaHROb2RlOjUzOTIz,53923,crystal-pittman-vs-sydney-smith-53923,RXZlbnROb2RlOjU2MjI=,RmlnaHRlck5vZGU6NDIyMzU=,RmlnaHRlck5vZGU6NTE3MTk=,RmlnaHRlck5vZGU6NDIyMzU=,MC,Bantamweight,135.0,KO/TKO,Punches,1.0,0:48,110.0,-140.0,0
RmlnaHROb2RlOjUzNDYy,53462,crystal-pittman-vs-claudia-zamora-53462,RXZlbnROb2RlOjU2MjI=,RmlnaHRlck5vZGU6NDIyMzU=,RmlnaHRlck5vZGU6MzM1MjU=,,MC,,,,,,,,,1
RmlnaHROb2RlOjU0MDc0,54074,tommy-aaron-vs-richard-brooks-54074,RXZlbnROb2RlOjU2MjI=,RmlnaHRlck5vZGU6ODUwMQ==,RmlnaHRlck5vZGU6NjE2Nzk=,RmlnaHRlck5vZGU6ODUwMQ==,PL,Lightweight,155.0,KO/TKO,,2.0,1:14,,,0
RmlnaHROb2RlOjUzNTEy,53512,fernando-gonzalez-vs-vincent-familari-53512,RXZlbnROb2RlOjU2MjI=,RmlnaHRlck5vZGU6NDkwMA==,RmlnaHRlck5vZGU6NjAxNTU=,RmlnaHRlck5vZGU6NjAxNTU=,PL,Catchweight,180.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjUzNTEz,53513,keith-richardson-vs-cody-vidal-53513,RXZlbnROb2RlOjU2MjI=,RmlnaHRlck5vZGU6NjAxNTY=,RmlnaHRlck5vZGU6Mjk5MjM=,RmlnaHRlck5vZGU6NjAxNTY=,PL,Light Heavyweight,205.0,KO/TKO,Doctor Stoppage,2.0,2:00,-130.0,100.0,0
RmlnaHROb2RlOjUzNDU5,53459,todd-duffee-vs-ben-rothwell-53459,RXZlbnROb2RlOjU2MjI=,RmlnaHRlck5vZGU6MTA0MA==,RmlnaHRlck5vZGU6MjA=,RmlnaHRlck5vZGU6MjA=,MC,,300.0,KO/TKO,Injury,1.0,0:43,400.0,-550.0,0
RmlnaHROb2RlOjUzMzY3,53367,alfredo-angulo-vs-jeremiah-riggs-53367,RXZlbnROb2RlOjU2MjI=,RmlnaHRlck5vZGU6NjAwNzI=,RmlnaHRlck5vZGU6MTc1MQ==,RmlnaHRlck5vZGU6NjAwNzI=,MC,Welterweight,170.0,KO/TKO,Punches,1.0,1:07,-225.0,185.0,0
RmlnaHROb2RlOjUzMjE2,53216,evgeny-kurdanov-vs-julian-lane-53216,RXZlbnROb2RlOjU2MjI=,RmlnaHRlck5vZGU6NDg5NDY=,RmlnaHRlck5vZGU6MTgzNQ==,RmlnaHRlck5vZGU6MTgzNQ==,MC,Welterweight,170.0,KO/TKO,Doctor Stoppage,1.0,2:00,-250.0,200.0,0
RmlnaHROb2RlOjY4NzA4,68708,daniel-alvarez-vs-victor-rosas-68708,RXZlbnROb2RlOjU2MjI=,RmlnaHRlck5vZGU6NjIyOTI=,RmlnaHRlck5vZGU6MTcyNzY=,RmlnaHRlck5vZGU6NjIyOTI=,MC,Bantamweight,135.0,Overturned to No Contest,,,5:00,,,0
RmlnaHROb2RlOjUzNTA3,53507,michael-trizano-vs-derek-campos-53507,RXZlbnROb2RlOjU2MjE=,RmlnaHRlck5vZGU6MjMxNTM=,RmlnaHRlck5vZGU6MTYxOQ==,,MC,,,,,,,,,1
RmlnaHROb2RlOjY4Njg3,68687,michael-trizano-vs-louie-lopez-68687,RXZlbnROb2RlOjU2MjE=,RmlnaHRlck5vZGU6MjMxNTM=,RmlnaHRlck5vZGU6Mzk0NDg=,RmlnaHRlck5vZGU6MjMxNTM=,CO,Lightweight,155.0,KO/TKO,Punches,1.0,1:02,,,0
RmlnaHROb2RlOjUzNDM1,53435,jimmie-rivera-vs-daniel-straus-53435,RXZlbnROb2RlOjU2MjE=,RmlnaHRlck5vZGU6NjI=,RmlnaHRlck5vZGU6MTU5NA==,RmlnaHRlck5vZGU6NjI=,ME,Catchweight,150.0,Decision,Unanimous,5.0,5:00,-350.0,275.0,0
RmlnaHROb2RlOjU0MjU5,54259,patrick-brady-vs-lewis-rumsey-54259,RXZlbnROb2RlOjU2MjE=,RmlnaHRlck5vZGU6NTEwMjY=,RmlnaHRlck5vZGU6MTg4Nw==,RmlnaHRlck5vZGU6NTEwMjY=,MC,Heavyweight,265.0,KO/TKO,Punches,2.0,1:41,-900.0,600.0,0
RmlnaHROb2RlOjUyOTE4,52918,heather-hardy-vs-christine-ferea-52918,RXZlbnROb2RlOjU2MjE=,RmlnaHRlck5vZGU6MTQyNTI=,RmlnaHRlck5vZGU6MTQzMzI=,,ME,,,,,,,,,1
RmlnaHROb2RlOjU0MDM4,54038,chris-sarro-vs-scott-roberts-54038,RXZlbnROb2RlOjU2MjE=,RmlnaHRlck5vZGU6MzUyMTQ=,RmlnaHRlck5vZGU6Mjg2OTc=,RmlnaHRlck5vZGU6Mjg2OTc=,PL,Light Heavyweight,205.0,KO/TKO,Doctor Stoppage (Hand Injury),1.0,0:27,-500.0,375.0,0
RmlnaHROb2RlOjUzNDQy,53442,pat-casey-vs-sam-watford-53442,RXZlbnROb2RlOjU2MjE=,RmlnaHRlck5vZGU6MjQ5MDA=,RmlnaHRlck5vZGU6ODE2OQ==,RmlnaHRlck5vZGU6MjQ5MDA=,PL,Catchweight,175.0,Decision,Unanimous,5.0,5:00,-150.0,120.0,0
RmlnaHROb2RlOjUzMjc4,53278,ryan-reber-vs-anthony-foye-53278,RXZlbnROb2RlOjU2MjE=,RmlnaHRlck5vZGU6NDUxMjg=,RmlnaHRlck5vZGU6NTE1ODc=,RmlnaHRlck5vZGU6NDUxMjg=,MC,Bantamweight,135.0,Decision,Unanimous,5.0,5:00,-700.0,500.0,0
RmlnaHROb2RlOjUzNTA1,53505,louis-gaudinot-vs-sean-santella-53505,RXZlbnROb2RlOjU2MjE=,RmlnaHRlck5vZGU6MTA3Ng==,RmlnaHRlck5vZGU6MTA4NDU=,,MC,,,,,,,,,1
RmlnaHROb2RlOjUzNDM3,53437,robinson-perez-vs-matt-adams-53437,RXZlbnROb2RlOjU2MjE=,RmlnaHRlck5vZGU6NTk5OTg=,RmlnaHRlck5vZGU6NTM4NzY=,,MC,,,,,,,-200.0,160.0,1
RmlnaHROb2RlOjUzMTgw,53180,patrick-brady-vs-christopher-gamby-53180,RXZlbnROb2RlOjU2MjE=,RmlnaHRlck5vZGU6NTEwMjY=,RmlnaHRlck5vZGU6NTk5NTI=,,MC,,,,,,,,,1
RmlnaHROb2RlOjUzNTA2,53506,rick-hawn-vs-scott-lampert-53506,RXZlbnROb2RlOjU2MjE=,RmlnaHRlck5vZGU6MjA0MQ==,RmlnaHRlck5vZGU6NTY3NzM=,,MC,,,,,,,-1000.0,700.0,1
RmlnaHROb2RlOjUzNDM5,53439,sarah-click-vs-natalie-gage-53439,RXZlbnROb2RlOjU2MjE=,RmlnaHRlck5vZGU6ODc3Nw==,RmlnaHRlck5vZGU6NjAwMzQ=,RmlnaHRlck5vZGU6NjAwMzQ=,MC,Strawweight,115.0,KO/TKO,Doctor Stoppage (Cut),2.0,2:00,-105.0,-125.0,0
