id,pk,slug,event_id,fighter_1_id,fighter_2_id,winner_id,bout_type,weight_class,weight_lbs,outcome_method,outcome_method_details,end_round,end_round_time,fighter_1_odds,fighter_2_odds,is_cancelled
RmlnaHROb2RlOjQzMDc0,43074,luis-palomino-vs-tom-shoaff-43074,RXZlbnROb2RlOjQ0NDg=,RmlnaHRlck5vZGU6MTg5OQ==,RmlnaHRlck5vZGU6MTYyMjM=,RmlnaHRlck5vZGU6MTg5OQ==,ME,Lightweight,155.0,KO/TKO,Doctor Stoppage (Eye Injury),4.0,0:01,-475.0,375.0,0
RmlnaHROb2RlOjY2Mjk1,66295,blake-davis-vs-william-dunkle-66295,RXZlbnROb2RlOjQ0NDg=,RmlnaHRlck5vZGU6NDk2NzQ=,RmlnaHRlck5vZGU6NDUwMTk=,RmlnaHRlck5vZGU6NDk2NzQ=,MC,Catchweight,175.0,KO/TKO,Right Hand,1.0,1:43,,,0
RmlnaHROb2RlOjY2Mjk0,66294,louie-lopez-vs-howard-davis-66294,RXZlbnROb2RlOjQ0NDg=,RmlnaHRlck5vZGU6Mzk0NDg=,RmlnaHRlck5vZGU6NDI4MDY=,RmlnaHRlck5vZGU6Mzk0NDg=,MC,Featherweight,145.0,KO/TKO,Doctor Stoppage (Cut),1.0,2:00,,,0
RmlnaHROb2RlOjczNDY2,73466,doug-coltrane-vs-brian-jackson-73466,RXZlbnROb2RlOjQ1MTk=,RmlnaHRlck5vZGU6NTAxNzk=,RmlnaHRlck5vZGU6NTAxODA=,RmlnaHRlck5vZGU6NTAxNzk=,MC,Middleweight,185.0,KO/TKO,,2.0,0:53,,,0
RmlnaHROb2RlOjczNDYy,73462,albert-inclan-vs-devin-gibson-73462,RXZlbnROb2RlOjQ1MTk=,RmlnaHRlck5vZGU6NDM1MzM=,RmlnaHRlck5vZGU6NDI4Mzk=,RmlnaHRlck5vZGU6NDM1MzM=,MC,Catchweight,130.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjczNDYz,73463,tomar-washington-vs-willie-sears-73463,RXZlbnROb2RlOjQ1MTk=,RmlnaHRlck5vZGU6MTA0MjA=,RmlnaHRlck5vZGU6NTAxNzg=,RmlnaHRlck5vZGU6MTA0MjA=,MC,Heavyweight,265.0,Result Overturned,,,,,,0
RmlnaHROb2RlOjczNDY0,73464,trevor-loken-vs-marcus-brimage-73464,RXZlbnROb2RlOjQ1MTk=,RmlnaHRlck5vZGU6NTAwNTU=,RmlnaHRlck5vZGU6OTc4,RmlnaHRlck5vZGU6NTAwNTU=,MC,Featherweight,145.0,KO/TKO,Punches,1.0,0:40,,,0
RmlnaHROb2RlOjczNDY1,73465,james-brown-vs-stevo-morris-73465,RXZlbnROb2RlOjQ1MTk=,RmlnaHRlck5vZGU6MjA2NzI=,RmlnaHRlck5vZGU6NDMwMDc=,RmlnaHRlck5vZGU6MjA2NzI=,MC,Featherweight,145.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjQzNzE1,43715,brandon-bushaw-vs-paul-teague-43715,RXZlbnROb2RlOjQ1MTk=,RmlnaHRlck5vZGU6MjA2NTk=,RmlnaHRlck5vZGU6NDUwNDk=,RmlnaHRlck5vZGU6MjA2NTk=,MC,Lightweight,155.0,KO/TKO,,1.0,1:02,-550.0,400.0,0
RmlnaHROb2RlOjczNDU5,73459,andy-nguyen-vs-nekah-dmitriyeva-73459,RXZlbnROb2RlOjQ1MTk=,RmlnaHRlck5vZGU6ODE4Ng==,RmlnaHRlck5vZGU6NDgzOTc=,RmlnaHRlck5vZGU6ODE4Ng==,MC,Strawweight,115.0,Decision,Split,5.0,5:00,,,0
RmlnaHROb2RlOjQzOTYw,43960,keith-richardson-vs-justin-scoggins-43960,RXZlbnROb2RlOjQ1MTk=,RmlnaHRlck5vZGU6MjczNg==,RmlnaHRlck5vZGU6NTg0Nw==,RmlnaHRlck5vZGU6MjczNg==,CO,Bantamweight,135.0,Decision,Unanimous,5.0,5:00,140.0,-170.0,0
RmlnaHROb2RlOjc0NTg1,74585,roberto-armas-vs-jakobi-lowery-74585,RXZlbnROb2RlOjQ1MTk=,RmlnaHRlck5vZGU6NTYyMDE=,RmlnaHRlck5vZGU6NTAwNTY=,RmlnaHRlck5vZGU6NTYyMDE=,MC,Bantamweight,135.0,KO/TKO,,1.0,1:10,,,0
RmlnaHROb2RlOjczNDU4,73458,gorjan-slaveski-vs-yosdenis-cedeno-73458,RXZlbnROb2RlOjQ1MTk=,RmlnaHRlck5vZGU6NDQ4NTU=,RmlnaHRlck5vZGU6MzUzNw==,RmlnaHRlck5vZGU6NDQ4NTU=,ME,Catchweight,165.0,KO/TKO,Punches,4.0,1:53,,,0
RmlnaHROb2RlOjczNDYw,73460,robert-armas-vs-jakobi-lowery-73460,RXZlbnROb2RlOjQ1MTk=,RmlnaHRlck5vZGU6NDUxMzI=,RmlnaHRlck5vZGU6NTAwNTY=,RmlnaHRlck5vZGU6NDUxMzI=,MC,Bantamweight,135.0,KO/TKO,,1.0,1:10,,,0
RmlnaHROb2RlOjQzODQy,43842,jordan-weeks-vs-murat-kazgan-43842,RXZlbnROb2RlOjQ1MTk=,RmlnaHRlck5vZGU6NDczODM=,RmlnaHRlck5vZGU6NzY4OQ==,RmlnaHRlck5vZGU6NzY4OQ==,MC,Catchweight,165.0,KO/TKO,Doctor Stoppage,1.0,1:41,190.0,-240.0,0
RmlnaHROb2RlOjczNDYx,73461,tony-soto-vs-wayna-reid-73461,RXZlbnROb2RlOjQ1MTk=,RmlnaHRlck5vZGU6NDEyNjM=,RmlnaHRlck5vZGU6NTAzNTY=,RmlnaHRlck5vZGU6NDEyNjM=,MC,Catchweight,160.0,KO/TKO,Doctor Stoppage,4.0,0:31,,,0
RmlnaHROb2RlOjY3MTg5,67189,josh-watson-vs-greg-hardy-67189,RXZlbnROb2RlOjQ1MjY=,RmlnaHRlck5vZGU6NDIyMzQ=,RmlnaHRlck5vZGU6MjQzNTg=,RmlnaHRlck5vZGU6NDIyMzQ=,MC,,300.0,KO/TKO,,2.0,0:19,,,0
RmlnaHROb2RlOjY3MTkw,67190,jayme-hinshaw-vs-charisa-sigala-67190,RXZlbnROb2RlOjQ1MjY=,RmlnaHRlck5vZGU6MjA4NTk=,RmlnaHRlck5vZGU6MzA1MTI=,RmlnaHRlck5vZGU6MjA4NTk=,MC,Strawweight,115.0,KO/TKO,Ankle Injury,1.0,0:38,,,0
RmlnaHROb2RlOjQzOTEz,43913,will-santiago-vs-noah-cutter-43913,RXZlbnROb2RlOjQ1MjY=,RmlnaHRlck5vZGU6ODAxNA==,RmlnaHRlck5vZGU6NDE0Mjk=,RmlnaHRlck5vZGU6ODAxNA==,MC,Catchweight,175.0,KO/TKO,Doctor Stoppage,1.0,2:00,-550.0,400.0,0
RmlnaHROb2RlOjQzOTE0,43914,joshua-moreno-vs-christian-torres-43914,RXZlbnROb2RlOjQ1MjY=,RmlnaHRlck5vZGU6MjQ0Mzk=,RmlnaHRlck5vZGU6OTA1MQ==,RmlnaHRlck5vZGU6MjQ0Mzk=,MC,Catchweight,175.0,KO/TKO,,2.0,1:02,-245.0,195.0,0
RmlnaHROb2RlOjY3MTkx,67191,kevin-croom-vs-chevvy-bridges-67191,RXZlbnROb2RlOjQ1MjY=,RmlnaHRlck5vZGU6MjY0,RmlnaHRlck5vZGU6NDI2MTI=,RmlnaHRlck5vZGU6MjY0,MC,Lightweight,155.0,KO/TKO,,1.0,1:11,,,0
RmlnaHROb2RlOjY3MTky,67192,eric-dodson-vs-gene-perez-67192,RXZlbnROb2RlOjQ1MjY=,RmlnaHRlck5vZGU6NDczMTY=,RmlnaHRlck5vZGU6NzA3OA==,RmlnaHRlck5vZGU6NDczMTY=,PL,Featherweight,145.0,KO/TKO,,1.0,1:32,,,0
RmlnaHROb2RlOjY3MTkz,67193,nick-gonzalez-vs-lardy-navarro-67193,RXZlbnROb2RlOjQ1MjY=,RmlnaHRlck5vZGU6MTE2ODg=,RmlnaHRlck5vZGU6NDM5NjY=,RmlnaHRlck5vZGU6MTE2ODg=,PL,Featherweight,145.0,KO/TKO,,1.0,0:41,,,0
RmlnaHROb2RlOjY3MTk0,67194,derek-perez-vs-anthony-sanchez-67194,RXZlbnROb2RlOjQ1MjY=,RmlnaHRlck5vZGU6MzU1ODM=,RmlnaHRlck5vZGU6NDQ3NjE=,RmlnaHRlck5vZGU6MzU1ODM=,PL,Bantamweight,135.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjY3MTg3,67187,lorenzo-hunt-vs-mike-richman-67187,RXZlbnROb2RlOjQ1MjY=,RmlnaHRlck5vZGU6MTc4OTU=,RmlnaHRlck5vZGU6MTk2NQ==,RmlnaHRlck5vZGU6MTc4OTU=,ME,Middleweight,185.0,KO/TKO,Punch,1.0,1:50,,,0
RmlnaHROb2RlOjY3MTg4,67188,austin-trout-vs-diego-sanchez-67188,RXZlbnROb2RlOjQ1MjY=,RmlnaHRlck5vZGU6NTAyMzM=,RmlnaHRlck5vZGU6ODQ4,RmlnaHRlck5vZGU6NTAyMzM=,CO,Catchweight,165.0,KO/TKO,Doctor Stoppage (Cut),4.0,1:44,,,0
RmlnaHROb2RlOjQzOTE1,43915,john-dodson-vs-jarod-grant-43915,RXZlbnROb2RlOjQ1MjY=,RmlnaHRlck5vZGU6MTAzNQ==,RmlnaHRlck5vZGU6MzU2MTU=,RmlnaHRlck5vZGU6MTAzNQ==,MC,Flyweight,125.0,KO/TKO,,1.0,1:41,-425.0,325.0,0
RmlnaHROb2RlOjQzNjk5,43699,arnold-adams-vs-alan-belcher-43699,RXZlbnROb2RlOjQ1MjU=,RmlnaHRlck5vZGU6MTM4NDU=,RmlnaHRlck5vZGU6NTgy,RmlnaHRlck5vZGU6NTgy,ME,Heavyweight,265.0,KO/TKO,,3.0,0:55,100.0,-130.0,0
RmlnaHROb2RlOjYyODk2,62896,dennis-labruzza-vs-stephon-reese-62896,RXZlbnROb2RlOjQ1MjU=,RmlnaHRlck5vZGU6NDg1Nzg=,RmlnaHRlck5vZGU6MjA1NDI=,RmlnaHRlck5vZGU6NDg1Nzg=,MC,Light Heavyweight,205.0,KO/TKO,,2.0,1:24,,,0
RmlnaHROb2RlOjQzOTQy,43942,bobby-taylor-vs-james-lilley-43942,RXZlbnROb2RlOjQ1MjU=,RmlnaHRlck5vZGU6NjkzMQ==,RmlnaHRlck5vZGU6Mjc3ODY=,RmlnaHRlck5vZGU6Mjc3ODY=,CO,Lightweight,155.0,KO/TKO,Doctor Stoppage,3.0,2:00,300.0,-400.0,0
RmlnaHROb2RlOjYyODk1,62895,kaleb-harris-vs-brad-kelly-62895,RXZlbnROb2RlOjQ1MjU=,RmlnaHRlck5vZGU6MzUyMDA=,RmlnaHRlck5vZGU6NDEyODU=,RmlnaHRlck5vZGU6MzUyMDA=,MC,Catchweight,165.0,KO/TKO,,1.0,0:39,,,0
RmlnaHROb2RlOjcyNzM1,72735,duke-sensley-vs-joseph-creer-72735,RXZlbnROb2RlOjQ1MjU=,RmlnaHRlck5vZGU6NDg1Nzk=,RmlnaHRlck5vZGU6MzMwMzM=,RmlnaHRlck5vZGU6NDg1Nzk=,MC,Middleweight,185.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjcyNzM2,72736,tyler-sammis-vs-cody-schieve-72736,RXZlbnROb2RlOjQ1MjU=,RmlnaHRlck5vZGU6NDY3Mjk=,RmlnaHRlck5vZGU6MzE4NjI=,RmlnaHRlck5vZGU6NDY3Mjk=,MC,Featherweight,145.0,KO/TKO,,1.0,1:32,,,0
RmlnaHROb2RlOjYyODk5,62899,blake-lacaze-vs-joseph-brett-williams-62899,RXZlbnROb2RlOjQ1MjU=,RmlnaHRlck5vZGU6NDg1ODA=,RmlnaHRlck5vZGU6NDU1Mzg=,RmlnaHRlck5vZGU6NDg1ODA=,PL,Middleweight,185.0,KO/TKO,Corner Stoppage,3.0,2:00,,,0
RmlnaHROb2RlOjcyNzM3,72737,cody-mitchell-vs-brandon-meneses-72737,RXZlbnROb2RlOjQ1MjU=,RmlnaHRlck5vZGU6NTA5ODQ=,RmlnaHRlck5vZGU6NDU3MjM=,RmlnaHRlck5vZGU6NTA5ODQ=,PL,Featherweight,145.0,Ends in a Draw,Majority,5.0,5:00,,,0
RmlnaHROb2RlOjQzOTEw,43910,idrees-wasi-vs-quentin-henry-43910,RXZlbnROb2RlOjQ1MjU=,RmlnaHRlck5vZGU6MTc3MTY=,RmlnaHRlck5vZGU6NzM3NA==,,MC,Catchweight,200.0,,,,,,,1
RmlnaHROb2RlOjcyNzM4,72738,michael-manno-vs-frankie-shugart-72738,RXZlbnROb2RlOjQ1MjU=,RmlnaHRlck5vZGU6NDY3MjE=,RmlnaHRlck5vZGU6NDE1MjU=,RmlnaHRlck5vZGU6NDY3MjE=,PL,Catchweight,175.0,KO/TKO,,1.0,Roun,,,0
RmlnaHROb2RlOjQzOTEx,43911,dillion-winemiller-vs-tony-jenkins-43911,RXZlbnROb2RlOjQ1MjU=,RmlnaHRlck5vZGU6NDI5NDY=,RmlnaHRlck5vZGU6MTUyNDU=,RmlnaHRlck5vZGU6MTUyNDU=,MC,Middleweight,185.0,KO/TKO,,3.0,1:25,,,0
RmlnaHROb2RlOjYyODk3,62897,bryce-henry-vs-brandon-shavers-62897,RXZlbnROb2RlOjQ1MjU=,RmlnaHRlck5vZGU6NTAyNzU=,RmlnaHRlck5vZGU6ODUyOA==,RmlnaHRlck5vZGU6NTAyNzU=,MC,Catchweight,165.0,KO/TKO,,4.0,1:53,,,0
RmlnaHROb2RlOjYyODk4,62898,andrew-angelcor-vs-david-bosnick-62898,RXZlbnROb2RlOjQ1MjU=,RmlnaHRlck5vZGU6NDUxNDc=,RmlnaHRlck5vZGU6ODE5NQ==,RmlnaHRlck5vZGU6NDUxNDc=,MC,Featherweight,145.0,Ends in a Draw,,5.0,5:00,,,0
RmlnaHROb2RlOjY3MTY1,67165,ryan-carmichael-vs-will-cairns-67165,RXZlbnROb2RlOjQ1MjQ=,RmlnaHRlck5vZGU6NTAzNDY=,RmlnaHRlck5vZGU6MTA3NDk=,RmlnaHRlck5vZGU6NTAzNDY=,PL,Lightweight,155.0,KO/TKO,,3.0,1:16,,,0
RmlnaHROb2RlOjcwMTUy,70152,ben-bonner-vs-jamie-oldfield-70152,RXZlbnROb2RlOjQ1MjQ=,RmlnaHRlck5vZGU6NTAzNTA=,RmlnaHRlck5vZGU6NzE2Mzk=,RmlnaHRlck5vZGU6NTAzNTA=,MC,Catchweight,160.0,KO/TKO,,3.0,1:16,,,0
RmlnaHROb2RlOjcwMTUz,70153,jimmy-millar-vs-kyle-cassidy-70153,RXZlbnROb2RlOjQ1MjQ=,RmlnaHRlck5vZGU6OTc5Ng==,RmlnaHRlck5vZGU6NTAzNTE=,RmlnaHRlck5vZGU6OTc5Ng==,PL,Middleweight,185.0,KO/TKO,,2.0,2:00,,,0
RmlnaHROb2RlOjY3MTY0,67164,nathan-hind-vs-gary-fox-67164,RXZlbnROb2RlOjQ1MjQ=,RmlnaHRlck5vZGU6NTAzNDk=,RmlnaHRlck5vZGU6NTAzNDg=,RmlnaHRlck5vZGU6NTAzNDk=,MC,Catchweight,160.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjY3MTYz,67163,robbie-kennedy-vs-jack-draper-67163,RXZlbnROb2RlOjQ1MjQ=,RmlnaHRlck5vZGU6NDM4NTM=,RmlnaHRlck5vZGU6NTAzNDc=,RmlnaHRlck5vZGU6NDM4NTM=,MC,,300.0,KO/TKO,,2.0,1:35,,,0
RmlnaHROb2RlOjcwMTUx,70151,chaz-wasserman-vs-cedric-severac-70151,RXZlbnROb2RlOjQ1MjQ=,RmlnaHRlck5vZGU6NDcwMzQ=,RmlnaHRlck5vZGU6NTA4MzM=,RmlnaHRlck5vZGU6NDcwMzQ=,MC,Middleweight,185.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjcwMTUw,70150,darren-hendry-vs-corey-harrison-70150,RXZlbnROb2RlOjQ1MjQ=,RmlnaHRlck5vZGU6NDkwMjg=,RmlnaHRlck5vZGU6NTAzNDU=,RmlnaHRlck5vZGU6NDkwMjg=,MC,Light Heavyweight,205.0,KO/TKO,,2.0,0:58,,,0
RmlnaHROb2RlOjY3MTYy,67162,mason-shaw-vs-lee-browne-67162,RXZlbnROb2RlOjQ1MjQ=,RmlnaHRlck5vZGU6NTAyNDA=,RmlnaHRlck5vZGU6NDkzNDY=,RmlnaHRlck5vZGU6NTAyNDA=,MC,Light Heavyweight,205.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjcwMTU0,70154,george-thorpe-vs-jamie-hendry-70154,RXZlbnROb2RlOjQ1MjQ=,RmlnaHRlck5vZGU6NTAyNDE=,RmlnaHRlck5vZGU6NTA4MzQ=,RmlnaHRlck5vZGU6NTAyNDE=,PL,Catchweight,180.0,KO/TKO,,3.0,0:54,,,0
RmlnaHROb2RlOjY3MTYw,67160,jake-lindsey-vs-connor-tierney-67160,RXZlbnROb2RlOjQ1MjQ=,RmlnaHRlck5vZGU6MjkyNw==,RmlnaHRlck5vZGU6NDM5NjU=,RmlnaHRlck5vZGU6MjkyNw==,ME,Catchweight,165.0,KO/TKO,,4.0,1:02,,,0
RmlnaHROb2RlOjQ0MDcw,44070,terry-brazier-vs-david-round-44070,RXZlbnROb2RlOjQ1MjQ=,RmlnaHRlck5vZGU6ODg2Mw==,RmlnaHRlck5vZGU6NDY2MA==,RmlnaHRlck5vZGU6NDY2MA==,MC,Middleweight,185.0,KO/TKO,,3.0,1:28,-450.0,350.0,0
RmlnaHROb2RlOjY3MTYx,67161,rico-franco-vs-darren-godfrey-67161,RXZlbnROb2RlOjQ1MjQ=,RmlnaHRlck5vZGU6MTgzODI=,RmlnaHRlck5vZGU6NDk2ODU=,RmlnaHRlck5vZGU6MTgzODI=,CO,Middleweight,185.0,KO/TKO,,2.0,0:49,,,0
RmlnaHROb2RlOjQ0MzMy,44332,dat-nguyen-vs-daniel-straus-44332,RXZlbnROb2RlOjQ1OTk=,RmlnaHRlck5vZGU6MzUyMDk=,RmlnaHRlck5vZGU6MTU5NA==,,ME,Featherweight,145.0,,,,,-450.0,350.0,1
RmlnaHROb2RlOjU5MzQ4,59348,reginald-barnett-jr-vs-daniel-alvarez-59348,RXZlbnROb2RlOjQ1NzY=,RmlnaHRlck5vZGU6MjA2NjQ=,RmlnaHRlck5vZGU6NjIyOTI=,RmlnaHRlck5vZGU6MjA2NjQ=,ME,Bantamweight,135.0,KO/TKO,Doctor Stoppage,3.0,2:00,,,0
RmlnaHROb2RlOjU5MzQ5,59349,will-worley-vs-dimitri-angelini-59349,RXZlbnROb2RlOjQ1NzY=,RmlnaHRlck5vZGU6NDg4ODU=,RmlnaHRlck5vZGU6Mzk0NDk=,RmlnaHRlck5vZGU6NDg4ODU=,MC,Catchweight,160.0,KO/TKO,,1.0,1:10,,,0
RmlnaHROb2RlOjcyNzMx,72731,brian-maxwell-vs-dan-bunyan-72731,RXZlbnROb2RlOjQ1NzY=,RmlnaHRlck5vZGU6Mjc3NjY=,RmlnaHRlck5vZGU6MzUzMDI=,RmlnaHRlck5vZGU6Mjc3NjY=,PL,Middleweight,185.0,KO/TKO,Doctor Stoppage,1.0,0:59,,,0
RmlnaHROb2RlOjQ0NzU3,44757,cody-vidal-vs-idrees-wasi-44757,RXZlbnROb2RlOjQ1NzY=,RmlnaHRlck5vZGU6Mjk5MjM=,RmlnaHRlck5vZGU6MTc3MTY=,,PL,Catchweight,200.0,,,,,-115.0,-115.0,1
RmlnaHROb2RlOjU5MzUz,59353,anthony-foye-vs-cody-jenkins-59353,RXZlbnROb2RlOjQ1NzY=,RmlnaHRlck5vZGU6NTE1ODc=,RmlnaHRlck5vZGU6NTE1ODY=,RmlnaHRlck5vZGU6NTE1ODc=,PL,Featherweight,145.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjU5MzUy,59352,zachary-calmus-vs-mikey-furnier-59352,RXZlbnROb2RlOjQ1NzY=,RmlnaHRlck5vZGU6Mzk0NDY=,RmlnaHRlck5vZGU6NTEzNTM=,RmlnaHRlck5vZGU6Mzk0NDY=,PL,Heavyweight,265.0,KO/TKO,Punches,2.0,0:49,,,0
RmlnaHROb2RlOjQ0NDk5,44499,britain-hart-vs-jenny-clausius-44499,RXZlbnROb2RlOjQ1NzY=,RmlnaHRlck5vZGU6MzUxODE=,RmlnaHRlck5vZGU6MzE1OTM=,RmlnaHRlck5vZGU6MzUxODE=,CO,Strawweight,115.0,Decision,Unanimous,5.0,5:00,-425.0,325.0,0
RmlnaHROb2RlOjU5MzUw,59350,kasim-ruffin-vs-trai-santos-59350,RXZlbnROb2RlOjQ1NzY=,RmlnaHRlck5vZGU6NDIyMTY=,RmlnaHRlck5vZGU6NTExMTQ=,RmlnaHRlck5vZGU6NDIyMTY=,MC,Featherweight,145.0,KO/TKO,,4.0,1:47,,,0
RmlnaHROb2RlOjQ0NzU2,44756,david-simpson-vs-jay-jackson-44756,RXZlbnROb2RlOjQ1NzY=,RmlnaHRlck5vZGU6MzY5OTQ=,RmlnaHRlck5vZGU6MTQ3MDA=,RmlnaHRlck5vZGU6MTQ3MDA=,MC,Middleweight,185.0,KO/TKO,Doctor Stoppage,2.0,1:32,155.0,-185.0,0
RmlnaHROb2RlOjQ0Nzgx,44781,kyle-wright-vs-pat-casey-44781,RXZlbnROb2RlOjQ1NzY=,RmlnaHRlck5vZGU6Mjk4MDE=,RmlnaHRlck5vZGU6MjQ5MDA=,RmlnaHRlck5vZGU6Mjk4MDE=,MC,Middleweight,185.0,KO/TKO,,3.0,1:18,170.0,-210.0,0
RmlnaHROb2RlOjU5MzUx,59351,stanislav-grosu-vs-quartus-stitt-59351,RXZlbnROb2RlOjQ1NzY=,RmlnaHRlck5vZGU6NDMwMDQ=,RmlnaHRlck5vZGU6OTU3Nw==,RmlnaHRlck5vZGU6NDMwMDQ=,MC,Catchweight,175.0,KO/TKO,,2.0,1:59,,,0
RmlnaHROb2RlOjY3MTQ1,67145,erick-lozano-vs-francesco-ricchi-67145,RXZlbnROb2RlOjQ2NzA=,RmlnaHRlck5vZGU6MzAwNzM=,RmlnaHRlck5vZGU6MzUyMTc=,RmlnaHRlck5vZGU6MzAwNzM=,MC,Middleweight,185.0,KO/TKO,,1.0,0:54,,,0
RmlnaHROb2RlOjY3MTQ4,67148,gee-perez-vs-joshua-richey-67148,RXZlbnROb2RlOjQ2NzA=,RmlnaHRlck5vZGU6NDk2NzY=,RmlnaHRlck5vZGU6NDIyMjY=,RmlnaHRlck5vZGU6NDk2NzY=,MC,Catchweight,130.0,KO/TKO,,2.0,0:50,,,0
RmlnaHROb2RlOjY3MTQ3,67147,justin-sanchez-vs-gilberto-aguilar-67147,RXZlbnROb2RlOjQ2NzA=,RmlnaHRlck5vZGU6NTA3MTI=,RmlnaHRlck5vZGU6MTA3NTY=,RmlnaHRlck5vZGU6NTA3MTI=,MC,Bantamweight,135.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjY3MTQ2,67146,rene-rodriguez-vs-mark-johnson-67146,RXZlbnROb2RlOjQ2NzA=,RmlnaHRlck5vZGU6NDk2NzU=,RmlnaHRlck5vZGU6NTEzNTU=,RmlnaHRlck5vZGU6NDk2NzU=,MC,Catchweight,165.0,KO/TKO,,3.0,0:45,,,0
RmlnaHROb2RlOjY3MTQ5,67149,stephen-townsel-vs-chris-sarro-67149,RXZlbnROb2RlOjQ2NzA=,RmlnaHRlck5vZGU6NDM5MjA=,RmlnaHRlck5vZGU6MzUyMTQ=,RmlnaHRlck5vZGU6NDM5MjA=,MC,Light Heavyweight,205.0,KO/TKO,,3.0,2:00,,,0
RmlnaHROb2RlOjY3MTUy,67152,chris-garcia-vs-philip-ryan-carroll-67152,RXZlbnROb2RlOjQ2NzA=,RmlnaHRlck5vZGU6NTQxOTg=,RmlnaHRlck5vZGU6NTA4MzA=,RmlnaHRlck5vZGU6NTQxOTg=,PL,Catchweight,130.0,KO/TKO,,3.0,0:27,,,0
RmlnaHROb2RlOjY3MTUx,67151,bovar-khanakov-vs-freddy-masabo-67151,RXZlbnROb2RlOjQ2NzA=,RmlnaHRlck5vZGU6NTA5ODc=,RmlnaHRlck5vZGU6NDY3MjQ=,RmlnaHRlck5vZGU6NTA5ODc=,PL,,,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjY3MTUw,67150,howard-davis-vs-trevor-morris-67150,RXZlbnROb2RlOjQ2NzA=,RmlnaHRlck5vZGU6NDI4MDY=,RmlnaHRlck5vZGU6NTA5ODY=,RmlnaHRlck5vZGU6NDI4MDY=,PL,Catchweight,150.0,KO/TKO,,4.0,2:00,,,0
RmlnaHROb2RlOjY3MTQ0,67144,chancey-wilson-vs-tyler-randall-67144,RXZlbnROb2RlOjQ2NzA=,RmlnaHRlck5vZGU6MzMyNDI=,RmlnaHRlck5vZGU6NDI4MDc=,RmlnaHRlck5vZGU6MzMyNDI=,MC,Flyweight,125.0,Decision,Split,5.0,5:00,,,0
RmlnaHROb2RlOjQ1MDMz,45033,dat-nguyen-vs-daniel-straus-45033,RXZlbnROb2RlOjQ2NzA=,RmlnaHRlck5vZGU6MzUyMDk=,RmlnaHRlck5vZGU6MTU5NA==,RmlnaHRlck5vZGU6MzUyMDk=,ME,Featherweight,145.0,Decision,Unanimous,6.0,5:00,-900.0,550.0,0
RmlnaHROb2RlOjY3MTQz,67143,jake-bostwick-vs-isaac-doolittle-67143,RXZlbnROb2RlOjQ2NzA=,RmlnaHRlck5vZGU6NjAxNw==,RmlnaHRlck5vZGU6MzU4MTU=,RmlnaHRlck5vZGU6NjAxNw==,CO,Catchweight,175.0,Ends in a Draw,Majority,5.0,5:00,,,0
RmlnaHROb2RlOjY2NDM5,66439,franco-tenaglia-vs-luke-nevin-66439,RXZlbnROb2RlOjQ2NDg=,RmlnaHRlck5vZGU6MTQ0NDE=,RmlnaHRlck5vZGU6NTE3MDI=,RmlnaHRlck5vZGU6MTQ0NDE=,CO,Catchweight,165.0,KO/TKO,,4.0,Roun,,,0
RmlnaHROb2RlOjY2NTYz,66563,tom-scott-vs-damian-gorski-66563,RXZlbnROb2RlOjQ2NDg=,RmlnaHRlck5vZGU6NDkwMzA=,RmlnaHRlck5vZGU6NTE3MDM=,RmlnaHRlck5vZGU6NDkwMzA=,MC,Catchweight,175.0,KO/TKO,,4.0,1:44,,,0
RmlnaHROb2RlOjY2NTYy,66562,rico-franco-vs-axel-birbes-66562,RXZlbnROb2RlOjQ2NDg=,RmlnaHRlck5vZGU6MTgzODI=,RmlnaHRlck5vZGU6NTE3MDE=,RmlnaHRlck5vZGU6MTgzODI=,MC,Catchweight,165.0,KO/TKO,,2.0,1:07,,,0
RmlnaHROb2RlOjQ1Mjgx,45281,robbie-kennedy-vs-conor-cooke-45281,RXZlbnROb2RlOjQ2NDg=,RmlnaHRlck5vZGU6NDM4NTM=,RmlnaHRlck5vZGU6MzcwNA==,RmlnaHRlck5vZGU6MzcwNA==,MC,Light Heavyweight,205.0,KO/TKO,,4.0,1:56,-135.0,105.0,0
RmlnaHROb2RlOjY2NDM4,66438,danny-christie-vs-anthony-holmes-66438,RXZlbnROb2RlOjQ2NDg=,RmlnaHRlck5vZGU6NDc1NzQ=,RmlnaHRlck5vZGU6NDkwMjk=,RmlnaHRlck5vZGU6NDc1NzQ=,ME,Middleweight,185.0,KO/TKO,,4.0,Roun,,,0
